weight,opponent_weight,wrestler_key,wrestler_score,opponent_key,opponent_score,_round,overtime,fall_time,result,winner,wrestler_seed,wrestler_school,opponent_seed,opponent_school,wrestler,opponent,year
275,275,Darrick Green,0,Seth Woodill,5,c2,,,DEC,Seth Woodill,,Central Michigan,7,Cal Poly-SLO,Darrick Green,Seth Woodill,1993
275,275,Lorenzo Neal,2,Tony Vaughn,3,c2,,,DEC,Tony Vaughn,6,Fresno State,,Purdue,Lorenzo Neal,Tony Vaughn,1993
275,275,Josh Feldman,3,Rulon Gardner,15,br,,,MD,Rulon Gardner,,Virginia Tech,3,Nebraska,Josh Feldman,Rulon Gardner,1993
275,275,Dan Hicks,-2,Justin Greenlee,-1,br,,4:40,F,Justin Greenlee,,Navy,10,Northern Iowa,Dan Hicks,Justin Greenlee,1993
275,275,Seth Woodill,2,Steve King,8,br,,,DEC,Steve King,7,Cal Poly-SLO,8,Michigan,Seth Woodill,Steve King,1993
275,275,Tony Vaughn,1,John Oostendorp,3,br,,,DEC,John Oostendorp,,Purdue,5,Iowa,Tony Vaughn,John Oostendorp,1993
275,275,Rulon Gardner,15,Justin Greenlee,6,c4,,,MD,Rulon Gardner,3,Nebraska,10,Northern Iowa,Rulon Gardner,Justin Greenlee,1993
275,275,Steve King,6,John Oostendorp,14,c4,,,MD,John Oostendorp,8,Michigan,5,Iowa,Steve King,John Oostendorp,1993
275,275,Rulon Gardner,2,Todd Kinney,0,cs,,,DEC,Rulon Gardner,3,Nebraska,4,Iowa State,Rulon Gardner,Todd Kinney,1993
275,275,John Oostendorp,5,Billy Pierce,2,cs,,,DEC,John Oostendorp,5,Iowa,2,Minnesota,John Oostendorp,Billy Pierce,1993
275,275,John Oostendorp,8,Rulon Gardner,7,m3,,,DEC,John Oostendorp,5,Iowa,3,Nebraska,John Oostendorp,Rulon Gardner,1993
275,275,Billy Pierce,3,Todd Kinney,1,m5,1,,DEC,Billy Pierce,2,Minnesota,4,Iowa State,Billy Pierce,Todd Kinney,1993
275,275,Steve King,4,Justin Greenlee,3,m7,,,DEC,Steve King,8,Michigan,10,Northern Iowa,Steve King,Justin Greenlee,1993
